"","YEARS.OLD","INDUSTRY","INDIA.HQ","TOTAL_EMPLOYEES","BRANCHES","RATING","REVIEWS","PACKAGE"
"Flex",28,"Other","Chennai",8.00636756765025,46,3.9,2600,0.159
"Britannia",9,"Other","Pune",8.00636756765025,291,4,2600,0.08
"Capita",24,"IT Services & Consulting","Pune",8.00636756765025,32,3.5,2600,0.129
"Blue Dart Express Ltd",40,"Other","Mumbai",8.9226582995244,271,3.9,2600,0.066
"SRF",132,"Other","Other",8.00636756765025,66,4.1,2600,0.086
"Ola Electric Mobility",128,"Other","Bangalore / Bengaluru",8.00636756765025,382,3.3,2600,0.087
"Shell",7,"Other","Bangalore / Bengaluru",8.9226582995244,90,3.9,2600,0.135
"ElasticRun",51,"Other","Pune",10.3089526606443,386,3.6,2600,0.061
"Exide Industries",70,"Auto Components","Other",8.00636756765025,198,3.4,2600,0.083
"Micro Labs",36,"Pharma","Bangalore / Bengaluru",8.00636756765025,147,3.6,2600,0.095
"Kansai Nerolac Paints",77,"Other","Mumbai",8.9226582995244,241,3.8,2500,0.076
"KPMG Global Services",45,"Other","Bangalore / Bengaluru",8.9226582995244,36,3.5,2500,0.229
"Dalmia Bharat Cement",14,"Other","Other",8.00636756765025,246,3.9,2500,0.083
"TVS Supply Chain Solutions",3,"Other","Chennai",10.3089526606443,149,3.8,2500,0.083
"Sagility",83,"Other","Bangalore / Bengaluru",10.3089526606443,26,3.9,2500,0.102
"Sahrudaya Healthcare (Medicover Hospitals)",115,"Healthcare","Other",8.9226582995244,44,4.5,2500,0.033
"G4S",94,"Other","Other",8.9226582995244,158,4,2500,0.05
"Bharat Financial Inclusion",89,"Other","Other",8.9226582995244,467,3.7,2500,0.047
"Nestle",27,"Other","Other",10.3089526606443,266,3.8,2500,0.095
"KFintech",25,"Other","Other",10.3089526606443,112,3.4,2500,0.109
"BlackBuck",17,"Internet","Bangalore / Bengaluru",8.9226582995244,356,3.7,2500,0.064
"GATI-KWE",51,"Other","Other",8.9226582995244,161,3.9,2500,0.049
"Voltas",42,"Other","Mumbai",8.00636756765025,196,4,2500,0.084
"ZS",16,"Other","Pune",8.9226582995244,15,3.2,2500,0.19
"Domino's Pizza",17,NA,"Other",8.00636756765025,NA,3.9,2500,0.04
"Bajaj Electricals",167,"Other","Mumbai",11.9183905730784,228,3.9,2500,0.075
"Ajanta Pharma",81,"Pharma","Mumbai",8.00636756765025,117,3.9,2500,0.087
"Sonalika Tractors",9,"Other","Other",8.9226582995244,186,3.6,2500,0.087
"ACT Fibernet",NA,"Other","Other",6.62073965107352,55,3.9,2400,0.076
"Star Health & Allied Insurance",17,"Other","Chennai",10.3089526606443,317,3.5,2400,0.094
"Sterlite Technologies",95,"Other","Other",8.00636756765025,100,3.8,2400,0.1
"Sammaan Capital Limited",55,"Other","Other",8.00636756765025,198,3.8,2400,0.06
"suzuki motor gujarat",23,"Other","Other",8.00636756765025,114,4.2,2400,0.078
"Blue Star",37,"Other","Mumbai",8.9226582995244,145,4.1,2400,0.093
"Care Health Insurance",68,"Internet","Other",11.9183905730784,239,3.5,2400,0.085
"Fortis Healthcare",37,"Healthcare","New Delhi",10.3089526606443,68,4,2400,0.074
"Statestreet HCL Services",16,"Other","Chennai",8.00636756765025,17,3.4,2400,0.143
"NoBroker",26,"Real Estate","Bangalore / Bengaluru",8.00636756765025,49,3.1,2400,0.102
"Movate",42,"IT Services & Consulting","Chennai",8.00636756765025,37,3.2,2400,0.145
"Alldigi Tech",24,"Other","Chennai",8.00636756765025,35,3.9,2400,0.073
"Paras Hospital",10,"Healthcare","Other",8.00636756765025,61,4.1,2400,0.03
"DBS Bank",17,"Other","Other",8.00636756765025,169,3.8,2400,0.126
"Tractors and Farm Equipment",27,"Industrial Machinery","Chennai",8.00636756765025,187,4,2400,0.082
"Patanjali Ayurved",9,"Other","Other",8.00636756765025,299,3.9,2400,0.06
"Foundever",40,"Other","Other",8.9226582995244,23,3.5,2400,0.083
"Himalaya Wellness",17,"Pharma","Bangalore / Bengaluru",8.00636756765025,227,4.1,2400,0.062
"BT Group",54,"Other","Other",8.9226582995244,23,3.8,2400,0.11
"Gallagher",22,"Other","Bangalore / Bengaluru",8.9226582995244,28,3.7,2400,0.132
"McDonald's",43,"Other","New Delhi",8.9226582995244,144,3.9,2400,0.047
"V-Mart",43,"Other","Other",8.00636756765025,279,4.1,2400,0.042
"Adani Power",49,"Other","Other",8.9226582995244,119,3.8,2400,0.09
"Parle Agro",28,"Other","Mumbai",8.00636756765025,248,3.9,2400,0.067
"JCB",20,NA,"Other",8.00636756765025,NA,3.9,2300,0.094
"Exl India",17,"Other","New Delhi",10.3089526606443,43,3.5,2300,0.139
"Axis Direct",104,"Financial Services","Mumbai",8.00636756765025,267,3.7,2300,0.047
"IntouchCX",28,"Other","Other",5.85936070647464,21,2.7,2300,0.094
"ICICI Securities",89,"Financial Services","Mumbai",8.9226582995244,144,3.9,2300,0.093
"Capgemini Engineering",28,"IT Services & Consulting","Bangalore / Bengaluru",8.9226582995244,27,3.4,2300,0.151
"Taj Hotels Resorts and Palaces",171,"Other","Mumbai",11.9183905730784,106,4.2,2300,0.046
"Planet Spark",99,"Other","Other",8.9226582995244,61,3.9,2300,0.032
"KocharTech",60,"IT Services & Consulting","Other",10.3089526606443,26,3.7,2300,0.037
"Mahindra Holidays & Resorts",17,"Other","Mumbai",8.9226582995244,109,3.5,2300,0.059
"Datamatics Global Services",21,"IT Services & Consulting","Mumbai",10.3089526606443,36,3.3,2300,0.115
"Tata Advanced Systems",18,"Other","Bangalore / Bengaluru",11.9183905730784,51,3.7,2300,0.121
"Emcure Pharmaceuticals",NA,"Pharma","Pune",NA,113,3.7,2300,0.082
"Zepto",31,"Internet","Bangalore / Bengaluru",8.00636756765025,93,3.6,2300,0.079
"Intellect Design Arena",29,"Software Product","Chennai",8.00636756765025,39,3.7,2300,0.131
"Mahindra Rural Housing Finance",11,"Other","Mumbai",8.00636756765025,453,4,2300,0.048
"Canara HSBC Life Insurance",29,"Other","Other",8.9226582995244,304,3.6,2300,0.065
"Biocon Limited",41,"Other","Bangalore / Bengaluru",8.9226582995244,65,4,2300,0.116
"Laurus Labs",79,"Pharma","Other",8.00636756765025,31,4.3,2300,0.07
"Niva Bupa Health Insurance Company",73,"Other","New Delhi",8.9226582995244,254,3.6,2300,0.079
"Cholamandalam MS General Insurance",29,"Other","Chennai",8.9226582995244,378,3.7,2300,0.058
"Info Edge",194,"Internet","Other",8.00636756765025,69,3.9,2300,0.108
"3i Infotech",20,"IT Services & Consulting","Mumbai",10.3089526606443,123,3.4,2300,0.106
"Cybage",NA,"IT Services & Consulting","Pune",NA,15,3.7,2200,0.172
"Hero FinCorp",36,"Other","New Delhi",8.00636756765025,383,3.9,2200,0.053
"Aditya Birla Group",41,"Other","Mumbai",8.9226582995244,253,4.1,2200,0.098
"Syngene International",39,"Other","Bangalore / Bengaluru",8.9226582995244,21,3.9,2200,0.123
"Delhi Public School",113,"Education & Training","New Delhi",8.00636756765025,267,3.8,2200,0.052
"Akums Drugs & Pharmaceuticals Limited",39,"Pharma","Other",8.00636756765025,36,4.3,2200,0.06
"Lifestyle",66,"Other","Bangalore / Bengaluru",8.00636756765025,129,4.3,2200,0.068
"Photon Interactive",72,"IT Services & Consulting","Chennai",8.9226582995244,14,4.1,2200,0.07
"Cadila Pharmaceuticals",35,"Pharma","Other",8.9226582995244,130,3.3,2200,0.076
"Physicswallah",54,"Other","Other",8.00636756765025,114,3.6,2200,0.075
"Aditya Birla Capital",19,"Financial Services","Mumbai",10.3089526606443,277,3.8,2200,0.092
"Bureau Veritas",10,"Other","Mumbai",8.00636756765025,136,3.8,2200,0.079
"Eureka Forbes",31,"Other","Mumbai",8.00636756765025,181,3.6,2200,0.053
"Adani Group",31,"Other","Other",8.9226582995244,178,3.8,2200,0.104
"Xoriant",17,"IT Services & Consulting","Pune",10.3089526606443,23,4.1,2200,0.113
"Unacademy",49,"Other","Bangalore / Bengaluru",8.9226582995244,70,2.9,2200,0.101
"Aavas Financiers",9,"Financial Services","Other",8.9226582995244,283,3.9,2200,0.056
"Sopra Steria",50,"IT Services & Consulting","Other",11.9183905730784,20,3.9,2200,0.138
"Lava International",18,"Other","Other",8.00636756765025,221,3.9,2200,0.041
"Tata Electronics",35,"Other","Other",8.00636756765025,43,3.9,2200,0.093
"Straive",48,"IT Services & Consulting","Chennai",4.83230575857184,29,3.3,2200,0.096
"Sobha",NA,"Real Estate","Bangalore / Bengaluru",8.00636756765025,38,3.8,2100,0.081
"Myntra",29,"Internet","Bangalore / Bengaluru",8.00636756765025,102,3.9,2100,0.1
"Kia India",12,"Other","Other",8.9226582995244,179,4,2100,0.079
"Foxconn",62,"Other","Chennai",6.62073965107352,55,3.8,2100,0.094
"Radisson Hotels",97,"Other","New Delhi",6.62073965107352,119,4,2100,0.052
"GVK Emergency Management and Research Institute",44,"Other","Other",8.9226582995244,204,3.6,2100,0.044
"Huawei Technologies",13,"Other","Bangalore / Bengaluru",8.9226582995244,105,4,2100,0.082
"RMSI",196,"IT Services & Consulting","Other",8.00636756765025,22,3.6,2100,0.083
"GlaxoSmithKline Pharmaceuticals",27,"Pharma","Bangalore / Bengaluru",8.00636756765025,210,4.1,2100,0.055
"Nokia Networks",36,"Other","Chennai",8.9226582995244,88,4.1,2100,0.106
"Team Computers",25,"IT Services & Consulting","New Delhi",8.00636756765025,100,3.7,2100,0.082
"Whirlpool",97,"Other","Pune",10.3089526606443,164,3.9,2100,0.077
"Endurance Technologies",36,"Auto Components","Other",8.00636756765025,45,3.9,2100,0.076
"Cisco",9,"Other","Bangalore / Bengaluru",8.00636756765025,45,4.1,2100,0.183
"Panasonic Life Solutions India",17,"Other","Other",8.00636756765025,161,4,2100,0.066
"SBI Securities",24,"Financial Services","Mumbai",8.00636756765025,305,3.7,2100,0.065
"TaskUs",16,"Other","Other",8.9226582995244,34,3.1,2100,0.085
"Lodha Group",56,"Real Estate","Mumbai",8.9226582995244,28,4,2100,0.084
"Apollo Pharmacy",63,"Pharma","Other",8.9226582995244,263,3.7,2100,0.065
"Indian Railways",67,"Other","Other",8.00636756765025,236,4.1,2100,0.034
"TCE",28,"Engineering & Construction","Mumbai",8.00636756765025,130,3.8,2100,0.088
"Star Union Dai-ichi Life Insurance",40,"Other","Mumbai",10.3089526606443,304,3.9,2100,0.052
"Bharti AXA Life Insurance",63,"Other","Mumbai",8.00636756765025,239,3.6,2100,0.05
"Ola Cabs",17,"Internet","Bangalore / Bengaluru",8.00636756765025,106,3.3,2100,0.092
"Simplex Infrastructures",32,"Engineering & Construction","Other",8.00636756765025,138,3.4,2100,0.047
"Renault Nissan Technology & Business Centre India",73,"Other","Chennai",8.00636756765025,17,3.8,2100,0.14
"Adani Wilmar",25,"Other","Other",8.00636756765025,192,4.1,2100,0.065
"Shahi Exports",18,"Other","Bangalore / Bengaluru",10.3089526606443,68,4,2000,0.067
"SBI General Insurance",23,"Other","Mumbai",8.9226582995244,275,3.6,2000,0.062
"Ambuja Cements",9,"Other","Mumbai",8.9226582995244,245,3.8,2000,0.059
"ValueLabs",80,"IT Services & Consulting","Other",8.00636756765025,18,3.5,2000,0.153
"Bank of Baroda",63,"Other","Mumbai",8.9226582995244,290,3.5,2000,0.066
"Henry Harvin Education",44,"Other","Other",10.3089526606443,30,3.6,2000,0.00854
"Sify Technologies",116,"IT Services & Consulting","Chennai",11.2252433925184,128,3.7,2000,0.096
"Coromandel International",29,"Other","Other",8.00636756765025,175,4.1,2000,0.073
"Allstate",7,"Other","Pune",4.83230575857184,16,3.7,2000,0.119
"Meesho",27,"Internet","Bangalore / Bengaluru",8.9226582995244,127,3.7,2000,0.087
"Life Insurance Corporation of India",19,"Other","New Delhi",8.9226582995244,463,4.4,2000,0.043
"BHEL",33,"Other","Bangalore / Bengaluru",8.00636756765025,124,4.1,2000,0.05
"Microsoft Corporation",95,"Software Product","Bangalore / Bengaluru",8.00636756765025,46,3.8,2000,0.268
"Force Motors",84,"Other","Pune",10.3089526606443,103,3.7,2000,0.08
"Pfizer",74,"Pharma","Other",11.2252433925184,124,3.9,2000,0.056
"upGrad",9,"Other","Bangalore / Bengaluru",8.00636756765025,48,3.4,2000,0.088
"Daikin Airconditioning India Pvt. Ltd.",81,"Other","Other",8.00636756765025,104,4.1,2000,0.074
"CAMS",9,"Financial Services","Chennai",8.9226582995244,107,3.6,2000,0.082
"Extramarks Education",16,"Other","Other",8.9226582995244,108,3.4,2000,0.074
"State Street Syntel",8,"Financial Services","Mumbai",8.00636756765025,21,3.7,2000,0.079
"Cargill",39,"Other","Bangalore / Bengaluru",8.9226582995244,115,3.9,2000,0.08
"Raymond Lifestyle Limited",18,"Other","Mumbai",8.00636756765025,142,4.1,2000,0.065
"Ninjacart",52,"Internet","Bangalore / Bengaluru",10.3089526606443,109,3.8,2000,0.052
"Spark Minda",34,"Auto Components","Pune",8.00636756765025,72,3.9,2000,0.068
"Renault-Nissan",62,NA,"Other",8.00636756765025,NA,4.2,2000,0.076
"BNP Paribas",159,"Financial Services","Mumbai",8.00636756765025,27,3.7,2000,0.167
"Reliance Trends",NA,"Other","Bangalore / Bengaluru",10.3089526606443,382,4.1,2000,0.042
"Power Mech Projects",46,"Engineering & Construction","Other",6.62073965107352,146,3.8,2000,0.063
"Future Generali India Life Insurance",146,"Other","Mumbai",NA,190,3.5,2000,0.066
"Bharat Petroleum",20,"Other","Mumbai",10.3089526606443,252,4.1,2000,0.065
"Mercedes-Benz Research and Development India",75,"IT Services & Consulting","Bangalore / Bengaluru",8.00636756765025,49,3.7,2000,0.169
"FirstCry",13,"Internet","Pune",8.9226582995244,199,3.6,1900,0.083
"Poonawalla Fincorp",39,"Other","Pune",10.3089526606443,261,3.5,1900,0.054
"Brakes India",60,"Auto Components","Chennai",10.3089526606443,91,3.9,1900,0.069
"Delphi TVS",17,"Auto Components","Chennai",8.9226582995244,58,3.9,1900,0.054
"ITC Hotels",26,"Other","Bangalore / Bengaluru",10.3089526606443,91,4.1,1900,0.051
"Kotak Securities",24,"Financial Services","Mumbai",8.9226582995244,137,3.5,1900,0.091
"Saint-Gobain",28,"Engineering & Construction","Mumbai",8.00636756765025,98,3.9,1900,0.108
"Nuvoco Vistas",49,"Other","Other",10.3089526606443,182,4.1,1900,0.066
"Reliance General Insurance",62,"Other","Mumbai",8.9226582995244,192,3.6,1900,0.069
"HSBC Electronic Data Processing",30,"Other","Bangalore / Bengaluru",8.9226582995244,19,4.1,1900,0.086
"GAO Tek",15,"Other","Other",8.9226582995244,40,4.4,1900,0.00243
"CitiusTech",23,"IT Services & Consulting","Mumbai",10.3089526606443,16,3.2,1900,0.137
"SAP",24,"Software Product","Bangalore / Bengaluru",10.3089526606443,53,4.1,1900,0.166
"YASH Technologies",34,"IT Services & Consulting","Other",8.00636756765025,28,3.7,1900,0.159
"JK Tyres",21,"Auto Components","Chennai",8.00636756765025,136,3.6,1900,0.067
"Novartis",78,"Pharma","Other",6.62073965107352,75,4.1,1900,0.094
"SGS",9,"Other","Mumbai",8.9226582995244,139,3.8,1900,0.061
"Morgan Stanley",66,"Financial Services","Mumbai",8.00636756765025,18,3.6,1900,0.244
"Biological E",25,"Pharma","Other",8.9226582995244,66,4.2,1900,0.068
"Jio Platforms",118,"IT Services & Consulting","Mumbai",10.3089526606443,97,3.4,1900,0.127
"Tata Motors Finance",15,"Other","Mumbai",8.9226582995244,251,4,1900,0.045
"L&T Energy Hydrocarbon",22,"Engineering & Construction","Other",10.3089526606443,87,3.8,1900,0.08
"Infinite Computer Solutions",28,"IT Services & Consulting","Bangalore / Bengaluru",8.9226582995244,35,3.3,1900,0.141
"IDBI Bank",13,"Other","Mumbai",8.00636756765025,318,3.4,1900,0.06
"Newgen Software Technologies",16,"IT Services & Consulting","Other",8.9226582995244,31,3.8,1900,0.112
"AECOM",94,"Engineering & Construction","Other",8.9226582995244,119,4.2,1900,0.066
"Google",16,"Software Product","Bangalore / Bengaluru",8.00636756765025,84,4.4,1800,0.28
"Paisabazaar.com",59,"Internet","Other",10.3089526606443,35,3.4,1800,0.069
"EPAM Systems",18,"IT Services & Consulting","Other",8.9226582995244,33,3.7,1800,0.198
"Parle Products",140,"Other","Mumbai",8.9226582995244,232,3.9,1800,0.035
"Honeywell Automation",24,"Other","Pune",8.00636756765025,77,3.8,1800,0.115
"Senco Gold",71,"Other","Other",8.00636756765025,76,4.4,1800,0.014
"Narayana Health",16,"Healthcare","Bangalore / Bengaluru",8.9226582995244,64,3.9,1800,0.058
"NCR Corporation",41,"IT Services & Consulting","Other",10.3089526606443,88,3.6,1800,0.09
"Philips",29,"Other","Bangalore / Bengaluru",10.3089526606443,91,3.8,1800,0.105
"R.R. Donnelley",37,"Other","Chennai",8.00636756765025,26,3.7,1800,0.098
"Crisil",27,"Other","Mumbai",8.00636756765025,76,3.6,1800,0.125
"Gabriel India Limited",35,"Auto Components","Pune",8.00636756765025,49,4.1,1800,0.057
"Uflex",20,"Other","Other",8.00636756765025,45,3.8,1800,0.065
"Dr Lal PathLabs",67,"Healthcare","New Delhi",NA,195,4.2,1800,0.043
"Microland",NA,"IT Services & Consulting","Bangalore / Bengaluru",NA,44,3.4,1800,0.105
"Lucas-TVS",12,"Auto Components","Chennai",8.00636756765025,75,3.9,1800,0.059
"Altruist Technologies",31,"Other","Bangalore / Bengaluru",8.00636756765025,41,3.1,1800,0.08
"Manipal Hospitals",61,"Healthcare","Bangalore / Bengaluru",10.3089526606443,65,4,1800,0.063
"Aditya Birla Health Insurance Co",12,"Other","Mumbai",8.9226582995244,244,3.8,1800,0.07
"Motherson Automotive Technologies and Engineering",38,"Auto Components","Chennai",8.9226582995244,65,3.8,1800,0.072
"Spinny",60,"Internet","Other",8.00636756765025,62,3.7,1800,0.069
"Iris Software",160,"IT Services & Consulting","Other",8.9226582995244,24,3.8,1800,0.074
"Adecco Group",NA,"Other","Bangalore / Bengaluru",8.00636756765025,171,3.7,1800,0.069
"Safexpress",18,"Other","New Delhi",8.9226582995244,153,3.9,1800,0.055
"G R Infraprojects",54,"Engineering & Construction","Other",8.9226582995244,152,4.1,1800,0.053
"Angel One",25,"Other","Mumbai",8.00636756765025,130,3.7,1800,0.073
"Globiva",19,"Other","Other",8.00636756765025,26,3.1,1800,0.049
"V-Guard Industries",27,"Other","Other",8.00636756765025,161,4.3,1800,0.044
"KENT RO Systems",22,"Other","Other",8.00636756765025,148,3.8,1800,0.043
"K12 Techno Services",26,"Other","Bangalore / Bengaluru",10.3089526606443,40,3.6,1800,0.05
"Stellar Migration",27,NA,"Other",6.62073965107352,NA,1.3,1800,NA
"NTPC",63,"Other","New Delhi",8.00636756765025,121,4.2,1800,0.042
"CMS Infosystems",187,"Other","Mumbai",8.00636756765025,202,3.5,1800,0.045
"Haier Appliances India",17,"Other","Pune",8.00636756765025,145,4,1800,0.067
"DHL Supply Chain",39,"Other","Mumbai",8.00636756765025,99,4.2,1800,0.059
"TVS Sundram Fasteners",25,"Auto Components","Chennai",8.00636756765025,60,3.6,1800,0.066
"Hindustan Aeronautics",66,"Other","Bangalore / Bengaluru",8.9226582995244,64,4.3,1800,0.042
"Thomson Reuters",41,"Software Product","Bangalore / Bengaluru",8.00636756765025,26,4,1800,0.102
"HTC Global Services",7,"IT Services & Consulting","Chennai",10.3089526606443,32,3.4,1800,0.125
"Trent",90,"Other","Mumbai",8.00636756765025,138,3.9,1800,0.044
"Aragen Life Sciences",28,"Other","Other",8.9226582995244,31,3.9,1800,0.062
"AXA Business Services",37,"Other","Pune",8.00636756765025,11,3.9,1800,0.071
"Honda Cars",114,"Other","Other",8.9226582995244,111,4.3,1800,0.062
"Torrent Power",91,"Other","Other",8.00636756765025,58,3.8,1800,0.075
"Infinx",49,"Software Product","Other",NA,35,3.8,1800,0.05
"Shadowfax Technologies",55,"Other","Bangalore / Bengaluru",8.00636756765025,224,3.5,1800,0.069
"Trident Group",30,"Other","Other",10.3089526606443,57,3.3,1700,0.052
"PI Industries",28,"Other","Other",8.9226582995244,100,3.9,1700,0.067
"Aadhar Housing Finance",77,"Financial Services","Mumbai",8.00636756765025,316,4.1,1700,0.046
"Medi Assist India",42,"Other","Bangalore / Bengaluru",8.00636756765025,64,3.4,1700,0.07
"Future Retail",90,"Other","Mumbai",8.00636756765025,198,4.4,1700,0.041
"Sterling & Wilson",50,"Engineering & Construction","Mumbai",8.00636756765025,123,4,1700,0.068
"CNH (Case New Holland)",19,"Industrial Machinery","Other",6.62073965107352,131,3.8,1700,0.057
"Tata Power",34,"Other","Mumbai",10.3089526606443,148,3.9,1700,0.069
"CorroHealth infotech",NA,"Other","Other",8.9226582995244,31,3.2,1700,0.068
"NeoSOFT",67,"IT Services & Consulting","Mumbai",8.00636756765025,24,3.5,1700,0.103
"Dhani Loans and Services",20,"Other","Other",8.00636756765025,187,3.9,1700,0.043
"ICICI Home Finance",44,"Financial Services","Mumbai",8.00636756765025,210,3.7,1700,0.051
"Fusion CX",168,"Other","Other",10.3089526606443,54,3.3,1700,0.043
"Cafe Coffee Day",93,"Other","Bangalore / Bengaluru",10.3089526606443,100,3.7,1700,0.038
"SS&C TECHNOLOGIES",10,"IT Services & Consulting","Mumbai",10.3089526606443,30,3.3,1700,0.132
"Jindal Saw",24,"Other","Other",8.9226582995244,75,4,1700,0.063
"MetLife",NA,"Other","Other",10.3089526606443,42,4.1,1700,0.086
"Innovsource Services",18,"Other","Mumbai",8.00636756765025,234,3.9,1700,0.046
"Aye Finance",40,"Other","Other",8.9226582995244,341,4.1,1700,0.034
"Kalyan Jewellers",15,"Other","Other",8.00636756765025,150,4.5,1700,0.015
"Polycab Wires",47,"Other","Other",8.00636756765025,162,4,1700,0.067
"Vedantu",24,"Other","Bangalore / Bengaluru",8.9226582995244,71,3.3,1700,0.088
"BT Business",10,"Other","Other",8.00636756765025,12,3.9,1700,0.09
"Tata Communications Transformation Services",13,"Other","Pune",8.00636756765025,90,3.9,1700,0.082
"USHA International",45,"Other","Other",8.00636756765025,143,4.1,1700,0.047
